# ----------------------------------------
www.victusspiritus.com/
Top Content
"December 9, 2009","December 9, 2010"
# ----------------------------------------

# ----------------------------------------
# Graph
# ----------------------------------------
Month,Pageviews
"Jan 1, 2010 - Jan 31, 2010","5,264"
"Feb 1, 2010 - Feb 28, 2010","7,696"
"Mar 1, 2010 - Mar 31, 2010","4,763"
"Apr 1, 2010 - Apr 30, 2010","7,379"
"May 1, 2010 - May 31, 2010","7,336"
"Jun 1, 2010 - Jun 30, 2010","9,013"
"Jul 1, 2010 - Jul 31, 2010","5,245"
"Aug 1, 2010 - Aug 31, 2010","7,180"
"Sep 1, 2010 - Sep 30, 2010","13,394"
"Oct 1, 2010 - Oct 31, 2010","19,978"
"Nov 1, 2010 - Nov 30, 2010","12,673"

# ----------------------------------------
# Table
# ----------------------------------------
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Bounce Rate,% Exit,$ Index
/2010/10/17/tired-of-ads-and-shitty-content-click-everything/,1813,1769,461.9139784946237,0.9545970488081725,0.948703805846663,0.0
/2009/12/12/reduce-your-teams-bug-tax/,1804,903,52.45079365079365,0.12360801781737193,0.4761640798226164,0.0
/2010/05/26/probe-a-fictional-programming-language-design/,1533,1460,259.7169811320755,0.9545777146912704,0.9308545335942596,0.0
/2009/12/24/making-prodigys-smack-my-bitch-up-in-ableton-by-jim-pavloff/?title=new,1519,1431,415.725,0.9202239328201539,0.9210006583278473,0.0
/2010/06/27/fuck-you-ios-dev-team/,1464,1427,179.16935483870967,0.9267945984363894,0.9153005464480874,0.0
/2010/04/21/twitters-weird-lock-in/,1413,1363,359.0595238095238,0.9555555555555556,0.940552016985138,0.0
/2009/12/26/an-echo-through-time-the-minimalist-trend/,1411,1373,277.9340659340659,0.9398385913426266,0.9355067328136074,0.0
/2010/11/04/i-dont-miss-cable-tv/,1091,1064,537.0816326530612,0.959395656279509,0.9550870760769936,0.0
/about/,1036,929,55.996830427892235,0.5263157894736842,0.3909266409266409,0.0
/2009/12/21/attention-jiu-jitsu/,921,882,505.9310344827586,0.9207459207459208,0.9055374592833876,0.0
/2010/08/20/how-i-lost-my-startups-first-90k-client-and-won-my-freedom/,832,795,421.2173913043478,0.9145860709592641,0.8894230769230769,0.0
/2010/06/28/highs-and-lows-come-and-go-but-will-is-relentless/,781,750,356.4947368421053,0.8987854251012146,0.8783610755441741,0.0
/2010/01/18/javascript-twitter-realtime-search-widget/,728,599,422.0141509433962,0.7335581787521079,0.7087912087912088,0.0
/2010/05/22/web-servers-that-live-in-your-browser/,682,657,108.28205128205128,0.8955453149001537,0.8856304985337243,0.0
/my-friends-and-influencers/,682,575,122.53929539295393,0.875,0.45894428152492667,0.0
/2009/06/01/the-importance-of-corporate-culture/,670,584,224.39805825242718,0.8682842287694974,0.8462686567164179,0.0
/2010/08/02/wifi-phones-without-wireless-plans-sip-google-voice/,658,628,198.69565217391303,0.940032414910859,0.9300911854103343,0.0
/2010/08/31/when-eating-and-exercise-are-out-of-balance-productivity-plummets/,624,600,2120.4102564102564,0.9463986599664992,0.9375,0.0
/2010/07/18/when-it-comes-to-startup-tasks-there-can-be-only-one/,573,557,228.70212765957447,0.9324817518248175,0.9179755671902269,0.0
/2010/04/13/the-founders-dilemma-sweet-distractions/,569,546,1066.655172413793,0.9216417910447762,0.8980667838312829,0.0
/2010/01/09/why-startups-work-doing-so-much-with-so-little-is-impossible-to-predict/,565,516,217.8840579710145,0.9329388560157791,0.8778761061946903,0.0
/2010/07/03/is-there-a-moores-law-for-machine-intelligence/,560,534,295.36842105263156,0.8384030418250951,0.8303571428571429,0.0
/2010/02/28/positive-karma-little-things-that-change-the-world-for-the-better/,546,521,230.11111111111111,0.9452054794520548,0.9175824175824175,0.0
/2010/01/27/the-catastrophe-of-the-economy-is-believing-it-will-recover-unchanged/,528,519,436.38461538461536,0.9573643410852714,0.9507575757575758,0.0
/2010/04/03/ideal-coding-easy-to-pickup-yet-abundant-in-function/,522,490,261.5857142857143,0.9181034482758621,0.8659003831417624,0.0
/2010/05/07/even-rockstar-founders-are-frightened-by-failure/,518,496,373.6666666666667,0.9427402862985685,0.9305019305019305,0.0
/2009/11/15/walking-down-the-tracks-of-ruby-on-rails/,511,487,273.75757575757575,0.9494736842105264,0.9354207436399217,0.0
/2009/12/14/amazon-ad-plays-nice-with-iefirefox-fails-to-render-in-chromesafari/,509,480,150.91666666666666,0.8977035490605428,0.8821218074656189,0.0
/outgoing/glitterbacon.couchone.com/couchappspora/_design/couchappspora/index.html,507,503,66.87581699346406,0.3333333333333333,0.6982248520710059,0.0
/2010/08/07/smart-money/,498,472,174.45098039215685,0.9134199134199135,0.8975903614457831,0.0
/2010/03/28/new-journalism-part-curation-part-content-creation/,462,425,656.1325301204819,0.8668341708542714,0.8203463203463204,0.0
/2009/12/11/is-ego-an-unseen-adversary/,461,261,35.654205607476634,0.23921568627450981,0.5357917570498916,0.0
/2009/06/18/barriers-to-social-change/,451,365,236.35164835164835,0.8254847645429363,0.7982261640798226,0.0
/2010/08/24/early-stage-investors-prepare-to-write-a-fking-check/,448,417,635.86,0.9217171717171717,0.8883928571428571,0.0
/2010/09/15/twitter-is-not-broader-than-pubsubhubbub/,437,401,284.0,0.8264248704663213,0.816933638443936,0.0
/2010/09/25/lazy-saturday-mornings-are-my-religion/,426,403,254.3658536585366,0.934010152284264,0.903755868544601,0.0
/victus-media/,426,363,46.402877697841724,0.4444444444444444,0.3474178403755869,0.0
/2010/08/29/massive-cash-reserves-are-a-sign-of-a-broken-economy/,408,390,424.83870967741933,0.949468085106383,0.9240196078431373,0.0
/outgoing/www.minecraft.net,402,385,19.09122807017544,0.0,0.291044776119403,0.0
/2009/05/,376,312,129.94117647058823,0.7785016286644951,0.773936170212766,0.0
/2010/10/25/mac-osx-snow-leopard-vs-ubuntu-linux-lucid-lynx-week-one/,362,343,166.11111111111111,0.9404761904761905,0.925414364640884,0.0
/2010/10/08/quick-customization-for-twitter-or-any-web-user-interface/,359,308,200.83908045977012,0.8209459459459459,0.7576601671309192,0.0
/2010/08/21/burn-the-ships/,344,328,180.13636363636363,0.9093851132686084,0.872093023255814,0.0
/2009/05/23/take-a-walk-on-the-wild-side-with-far-out-tech/,341,287,34.05714285714286,0.8458781362007168,0.7947214076246334,0.0
/2009/12/09/how-do-you-respond-to-your-tech-lead-taking-on-another-project/,341,171,19.42622950819672,0.04819277108433735,0.4633431085043988,0.0
/2010/05/17/style-is-an-invitation/,310,261,145.3913043478261,0.9397590361445783,0.7774193548387097,0.0
/2010/11/07/bare-canvas-vs-complex-frameworks-a-case-review-of-couchapps/,307,285,581.9433962264151,0.8785714285714286,0.8273615635179153,0.0
/2009/10/13/google-wave-aha-moment-withpublic-is-awesome/,300,272,101.929203539823,0.8,0.6233333333333333,0.0
/2009/05/31/satisfaction-versus-happiness/,298,279,289.74074074074076,0.9333333333333333,0.9093959731543624,0.0
/2010/06/26/welcome-to-ruby-javascript-and-ubuntu-linux-ben/,292,257,90.48192771084338,0.7920353982300885,0.7157534246575342,0.0
/2009/06/13/how-to-get-rich-really-really-rich/,289,236,160.5625,0.7829787234042553,0.7785467128027682,0.0
/2010/03/25/building-sand-castles-in-time/,289,270,241.6153846153846,0.9467680608365019,0.9100346020761245,0.0
/2010/01/17/teams-are-non-linear-force-multipliers/,284,273,274.35483870967744,0.9033457249070632,0.8908450704225352,0.0
/2010/09/18/open-isnt-always-free/,274,264,90.61111111111111,0.9494163424124513,0.9343065693430657,0.0
/2010/09/11/,273,190,52.91428571428571,0.5736842105263158,0.6153846153846154,0.0
/2009/12/29/the-hidra-has-many-heads-cheap-disposable-resilience/,265,244,267.6764705882353,0.895397489539749,0.8716981132075472,0.0
/tag/sci-fi/,261,199,71.94444444444444,0.7525252525252525,0.7241379310344828,0.0
/2010/09/15/avatars-shattering-the-boundaries-between-virtual-worlds/,257,227,215.3095238095238,0.8552036199095022,0.8365758754863813,0.0
/2009/06/16/shatter-the-status-quo/,253,196,71.83076923076923,0.7474226804123711,0.7430830039525692,0.0
/2009/06/08/the-direction-of-victus-spiritus/,247,204,167.7391304347826,0.8168316831683168,0.8137651821862348,0.0
/2010/04/11/strange-things-are-afoot-at-the-circle-k/,245,219,134.225,0.8653846153846154,0.8367346938775511,0.0
/2009/07/21/motivation-for-behavior-change-cognitive-dissonance/,241,217,240.65625,0.8894230769230769,0.8672199170124482,0.0
/2009/09/14/procrastinate-until-youre-ready/,234,216,282.8225806451613,0.8416666666666667,0.7350427350427351,0.0
/2010/03/07/the-adaptive-augmented-reality-web/,229,210,249.06976744186048,0.8520408163265306,0.8122270742358079,0.0
/2010/04/08/a-dynamic-programming-language-defined-by-urls/,229,210,219.03030303030303,0.898989898989899,0.8558951965065502,0.0
/tag-cloud/,221,169,54.20441988950276,0.38461538461538464,0.18099547511312217,0.0
/2010/09/30/end-information-addiction-digital-baggage/,211,195,483.18918918918916,0.8670212765957447,0.8246445497630331,0.0
/2010/05/12/epic-the-end-of-email/,209,203,122.69565217391305,0.9572192513368984,0.8899521531100478,0.0
/2009/11/22/practical-programming-holding-the-flow-of-code-in-mind/,206,172,348.9318181818182,0.8910256410256411,0.7864077669902912,0.0
/2009/12/13/add-nation-90-of-social-media-referrals-dont-read/,206,145,116.7910447761194,0.6571428571428571,0.6747572815533981,0.0
/2009/12/18/celebrate-geometric-shapes-and-how-we-use-them-to-solve-problems/,201,154,77.12727272727273,0.7516778523489933,0.7263681592039801,0.0
/2010/02/15/augmented-reality-opportunities/,199,190,435.04,0.9318181818181818,0.8743718592964824,0.0
/2010/11/12/rocking-chair-portable-realtime-feeds-ala-couchdb/,199,185,722.4814814814815,0.898876404494382,0.864321608040201,0.0
/outgoing/github.com/maxogden/couchappspora,198,197,193.85294117647058,1.0,0.8282828282828283,0.0
/2010/02/27/social-web-kingdoms-collapse-as-fast-as-they-expand-a-sign-that-rests-days-are-numbered/,195,182,527.9642857142857,0.9005847953216374,0.8564102564102564,0.0
/2010/05/06/hourly-wages-vs-income-streams/,192,184,384.1923076923077,0.9132947976878613,0.8645833333333334,0.0
/2010/01/25/perceptions-are-our-reality-emotions-define-our-culture/,185,175,178.28571428571428,0.9310344827586207,0.9243243243243243,0.0
/2010/08/11/look-on-the-bright-side-at-least-porn-is-real/,181,166,157.70833333333334,0.9426751592356688,0.8674033149171271,0.0
/2010/08/14/simple-css-tricks-gradients-curved-divs/,180,153,176.74418604651163,0.7816901408450704,0.7611111111111111,0.0
/2010/08/09/what-will-drive-the-us-economy-10-years-from-now/,179,165,467.90909090909093,0.9225806451612903,0.8770949720670391,0.0
/2009/10/10/be-like-panera-bread/,178,172,119.5,0.9206349206349206,0.8314606741573034,0.0
/social-feed/,178,125,93.61068702290076,0.6666666666666666,0.2640449438202247,0.0
/2010/10/31/bigco-vs-pre-ipo-gangbuster/,175,159,331.25714285714287,0.8562091503267973,0.8,0.0
/tag/art/,169,118,30.69333333333333,0.5132743362831859,0.5562130177514792,0.0
/2009/07/29/crowd-sourced-venture-capitalism/,167,140,257.0888888888889,0.7553956834532374,0.7305389221556886,0.0
/2010/05/02/where-are-you-on-the-financial-food-chain/,166,126,288.1111111111111,0.8217821782178217,0.6204819277108434,0.0
/2010/07/10/the-relationship-between-startups-tech-bloggers-investors/,165,154,177.43478260869566,0.896551724137931,0.8606060606060606,0.0
/2009/07/01/decision-making/,162,127,149.525,0.782258064516129,0.7530864197530864,0.0
/2009/08/04/surfing-the-mega-tsunami-of-web-2010-information/,161,136,29.633333333333333,0.8195488721804511,0.8136645962732919,0.0
/2009/07/18/autopilot-for-our-brain-allows-multitasking-efficiency/,160,120,63.67307692307692,0.7129629629629629,0.675,0.0
/outgoing/wordpress.org/extend/plugins/wavr/,159,139,223.87878787878788,0.0,0.5849056603773585,0.0
/2010/02/20/javascript-jquery-plugins-visualizations-dont-look-half-bad/,158,131,264.5405405405405,0.8347826086956521,0.7658227848101266,0.0
/2010/07/06/balancing-bricks-and-balloons/,156,151,123.93333333333334,0.951048951048951,0.9038461538461539,0.0
/page/2/,154,131,80.09649122807018,0.8260869565217391,0.2597402597402597,0.0
/2009/10/17/augmented-reality-using-google-wave-as-a-protocol/,152,112,133.70212765957447,0.7454545454545455,0.6907894736842105,0.0
/2010/01/31/cutting-ties-with-my-old-friend-microsoft/,152,145,272.15384615384613,0.9214285714285714,0.9144736842105263,0.0
/tumblog/,148,119,60.495049504950494,0.5,0.31756756756756754,0.0
/2009/06/21/monetization-for-web2010/,147,138,91.73584905660377,0.6694915254237288,0.6394557823129252,0.0
/2010/03/08/open-web-protocols-and-discussion-groups/,147,125,147.2941176470588,0.8050847457627118,0.7687074829931972,0.0
/2010/04/04/i-fell-for-the-ihype/,146,122,257.9555555555556,0.8058252427184466,0.6917808219178082,0.0
/2010/04/22/hippy-capitalism/,144,131,161.95238095238096,0.9416666666666667,0.8541666666666666,0.0
/2010/05/03/what-does-wealth-mean-to-you/,140,129,144.58823529411765,0.9416666666666667,0.8785714285714286,0.0
/2009/06/23/notional-framework-for-monetization-web2010/,139,122,866.9245283018868,0.6578947368421053,0.6187050359712231,0.0
/2010/06/20/the-web-stack-for-dummies-like-me/,139,125,170.6060606060606,0.8888888888888888,0.762589928057554,0.0
/2010/03/26/the-kensai-sacrifices-everything-to-master-the-sword/,138,137,319.44444444444446,0.9545454545454546,0.9347826086956522,0.0
/2010/10/23/differences-in-natural-and-technological-evolution/,135,121,411.4736842105263,0.907563025210084,0.8592592592592593,0.0
/2009/09/11/real-time-publishing-help-with-rsscloud-pubhubsubbub-push/,134,122,132.11904761904762,0.680327868852459,0.6865671641791045,0.0
/author/messel/,132,112,37.49425287356322,0.5714285714285714,0.3409090909090909,0.0
/2009/12/27/clean-up-your-info-diet-how-to-curate-your-input-stream/,131,119,205.38235294117646,0.8055555555555556,0.7404580152671756,0.0
/2009/12/11/what-is-my-greatest-weakness/,130,69,91.78260869565217,0.2857142857142857,0.46923076923076923,0.0
/2010/09/22/are-the-best-seed-deals-moving-out-of-the-valley/,130,112,379.0857142857143,0.8080808080808081,0.7307692307692307,0.0
/2010/10/04/dead-on-arrival-startup-products/,129,122,345.25,0.8898305084745762,0.875968992248062,0.0
/2010/10/16/probability-of-profitability-due-to-team-market-and-density/,127,118,178.93333333333334,0.9107142857142857,0.8818897637795275,0.0
/2009/12/10/bread-crumb-navigation/,126,63,60.64556962025316,0.16363636363636364,0.373015873015873,0.0
/2009/06/08/top-4-core-business-priorities/,125,105,258.7916666666667,0.8349514563106796,0.808,0.0
/2010/07/16/how-i-cleaned-up-my-music-collection-with-22-lines-of-ruby/,125,117,150.79166666666666,0.8921568627450981,0.808,0.0
/2009/05/29/my-first-ebook/,124,111,775.2068965517242,0.8433734939759037,0.7661290322580645,0.0
/2010/09/08/from-farming-to-factories-to-refactoring-code/,122,94,209.21212121212122,0.75,0.7295081967213115,0.0
/2010/08/12/robust-statistics-suppress-anomalies-at-the-cost-of-concealing-emerging-trends/,121,73,102.0,0.9545454545454546,0.5454545454545454,0.0
/2010/04/25/facebook-is-a-little-shop-of-horrors/,120,112,324.6,0.90625,0.8333333333333334,0.0
/2010/06/27/analogy-and-machine-intelligence/,116,110,103.90322580645162,0.8333333333333334,0.7327586206896551,0.0
/2010/03/20/the-sizzling-nyc-startup-interview-series-first-on-deck-stocktwits/,115,100,225.52941176470588,0.7415730337078652,0.7043478260869566,0.0
/2010/04/27/rebooting-your-job/,115,101,233.13513513513513,0.8421052631578947,0.6782608695652174,0.0
/2010/03/04/all-we-are-is-magnificent-dust-in-the-wind/,114,103,150.6086956521739,0.898876404494382,0.7982456140350878,0.0
/2010/11/02/dreamy-first-night-with-macbook-air/,114,108,213.5,0.8958333333333334,0.8421052631578947,0.0
/2009/08/01/apple-att-are-pulling-a-thelma-and-louise/,112,106,233.03846153846155,0.7777777777777778,0.7678571428571429,0.0
/2010/10/30/pursuing-a-path-of-self-manipulation/,112,101,91.92307692307692,0.8775510204081632,0.8839285714285714,0.0
/2010/08/05/the-art-of-aggregation/,110,98,229.46428571428572,0.8043478260869565,0.7454545454545455,0.0
/2010/03/10/the-minds-image-processing/,109,86,200.52941176470588,0.7733333333333333,0.6880733944954128,0.0
/2010/01/08/why-gods-a-hacker/,107,98,185.88,0.8452380952380952,0.7663551401869159,0.0
/2010/09/03/what-you-can-do-with-60-seconds/,107,101,206.95833333333334,0.875,0.7757009345794392,0.0
/2009/12/12/reduce-your-teams-bug-tax/rpc_relay.html,106,4,7.019230769230769,0.0,0.018867924528301886,0.0
/2010/02/24/negative-spaces/,106,99,322.2,0.968421052631579,0.9056603773584906,0.0
/2010/04/01/unorthodox-optimization/,106,102,261.6923076923077,0.9666666666666667,0.8773584905660378,0.0
/2010/10/15/lessons-learned-in-12-months-of-web-hacking/,106,95,141.07407407407408,0.8089887640449438,0.7452830188679245,0.0
/2010/05/04/even-geniuses-run-off-of-cliffs/,105,98,290.69565217391306,0.8939393939393939,0.780952380952381,0.0
/2010/05/18/nostat-us-is-live/,105,72,287.6727272727273,0.6491228070175439,0.47619047619047616,0.0
/2010/08/22/startup-weapons-the-slingshot-the-symbiote-the-whip-and-the-phoenix/,104,89,315.72,0.8354430379746836,0.7596153846153846,0.0
/2010/02/19/each-day-begins-with-a-miracle/,103,100,172.58333333333334,0.9354838709677419,0.883495145631068,0.0
/2010/09/page/3/,103,66,19.770833333333332,0.5606060606060606,0.5339805825242718,0.0
/2010/01/10/metaprotocols-minimize-restrictions-on-communication-network-evolution/,102,80,187.28947368421052,0.8,0.6274509803921569,0.0
/2010/08/25/seeking-relevance-by-seeing-people-differently/,102,76,180.74285714285713,0.8125,0.6568627450980392,0.0
/2010/11/09/a-man-on-a-mission-jeff-miller-adds-new-structure-to-hackernews/,101,93,230.33333333333334,0.9310344827586207,0.8811881188118812,0.0
/2010/01/15/how-you-feel-about-your-work-is-just-as-important-as-how-much-you-are-paid/,100,97,483.55555555555554,0.9263157894736842,0.91,0.0
/2010/02/05/our-great-white-shark-is-the-ultimate-filter/,99,85,311.6,0.9397590361445783,0.8484848484848485,0.0
/outgoing/www.avc.com/a_vc/2010/06/parting-ways-with-a-founding-team-member.html,99,98,183.17391304347825,0.0,0.7676767676767676,0.0
/2010/01/03/ludicrous-bear-story-we-dont-get-the-net/,98,97,62.0,0.9789473684210527,0.9591836734693877,0.0
/2010/05/31/im-married/,98,68,121.46296296296296,0.6111111111111112,0.4489795918367347,0.0
/2010/10/02/exploring-speculative-execution-and-evaluation/,97,91,2114.214285714286,0.9036144578313253,0.8556701030927835,0.0
/tag/career-counseling/,97,72,126.46875,0.7058823529411765,0.6701030927835051,0.0
/2010/09/19/reckless-photo-couchdb-app-in-60-seconds/,96,87,54.65,0.85,0.7916666666666666,0.0
/outgoing/victusmedia.com,95,94,137.5151515151515,1.0,0.6526315789473685,0.0
/2010/03/11/which-web-are-you-from/,94,84,287.05263157894734,0.8666666666666667,0.7978723404255319,0.0
/2010/04/09/choice-is-an-optional-feature/,94,82,243.33333333333334,0.8181818181818182,0.8085106382978723,0.0
/2010/12/04/incompatible-apple-products/,92,87,222.5,0.975609756097561,0.9347826086956522,0.0
/2009/11/06/new-look-blog-fully-reloaded-with-wonder/,89,72,110.8,0.7571428571428571,0.7752808988764045,0.0
/2009/12/11/is-ego-an-unseen-adversary/rpc_relay.html,87,2,1.1529411764705881,0.0,0.022988505747126436,0.0
/2010/02/09/gotta-grock-git/,87,68,190.83870967741936,0.8214285714285714,0.6436781609195402,0.0
/2010/02/13/design-frameworks-that-function-without-you-in-the-loop/,86,79,759.2142857142857,0.8823529411764706,0.8372093023255814,0.0
/2010/05/11/what-you-bring-to-the-table/,86,82,304.2,0.8888888888888888,0.8255813953488372,0.0
/2010/04/20/instant-utility-optimal-execution-syntactic-sugar/,85,81,128.35,0.8507462686567164,0.7647058823529411,0.0
/2010/05/13/profiting-from-anti-facebook-sentiment/,83,70,167.3,0.74,0.6385542168674698,0.0
/2010/05/15/its-not-x-but-how-you-y/,82,74,149.42857142857142,0.8545454545454545,0.7439024390243902,0.0
/2010/09/06/the-greatest-developer-fear/,82,78,252.8181818181818,0.9402985074626866,0.8658536585365854,0.0
/2010/04/16/social-networks-dont-fear-the-reaper/,81,54,191.125,0.775,0.5061728395061729,0.0
/2010/08/17/comparison-of-internet-marketing-channels/,81,72,282.1666666666667,0.8153846153846154,0.7777777777777778,0.0
/2010/04/17/we-swim-in-a-sea-of-white-noise/,80,76,81.45454545454545,0.8591549295774648,0.8625,0.0
/2010/09/13/if-you-cant-beat-them-join-them/,80,66,294.2857142857143,0.7551020408163265,0.65,0.0
/2010/09/26/99-pages-of-apps-on-the-wall/,80,68,165.55555555555554,0.8833333333333333,0.775,0.0
/2010/08/08/design-to-inspire-fanatic-customers-align-with-motivated-partners-and-execute/,79,76,77.9,0.927536231884058,0.8734177215189873,0.0
/2010/05/09/image-browser-for-twitter-is-live/,77,65,404.55263157894734,0.5740740740740741,0.5064935064935064,0.0
/2010/10/14/kevin-kellys-new-book-what-technology-wants-is-alive/,77,74,141.93333333333334,0.8,0.8051948051948052,0.0
/2010/10/26/job-alignment-and-getting-paid-to-learn/,77,68,166.625,0.875,0.7922077922077922,0.0
/2010/01/28/we-dont-need-no-stinkin-bubbles-intrinsic-traded-value/,76,70,593.2,0.921875,0.868421052631579,0.0
/2010/03/22/the-sizzling-nyc-startup-interview-series-rockethub/,76,59,222.07407407407408,0.7608695652173914,0.6447368421052632,0.0
/2010/09/28/emptiness/,76,62,161.17241379310346,0.7307692307692307,0.618421052631579,0.0
/2010/10/20/why-fucking-awesome-is-better-than-like/,76,68,419.10526315789474,0.9107142857142857,0.75,0.0
/tag/software/,76,60,27.24137931034483,0.6,0.618421052631579,0.0
/2009/12/18/tweet-to-wordpress-or-tumblr-blog-use-the-twitter-apiprotocol/,74,62,94.3157894736842,0.7580645161290323,0.7432432432432432,0.0
/2010/04/12/connect-islands-of-value-then-get-out-of-the-way-2/,74,71,282.3333333333333,0.8620689655172413,0.7972972972972973,0.0
/2010/08/31/garagedollar-com-is-live/,73,61,146.10714285714286,0.6730769230769231,0.6164383561643836,0.0
/outgoing/tutorialzine.com/2009/10/jquery-twitter-ticker/,73,72,93.70833333333333,0.0,0.6712328767123288,0.0
/2009/12/06/go-hack-yourself/,72,65,149.75,0.8225806451612904,0.7777777777777778,0.0
/2010/02/08/each-time-i-get-my-hands-dirty-i-learn/,72,66,291.8181818181818,0.8947368421052632,0.8472222222222222,0.0
/2010/06/29/fat-guy-in-a-little-coat-ruby-on-windows/,72,68,197.3846153846154,0.9074074074074074,0.8194444444444444,0.0
/2010/08/23/i-desire-a-job-i-love/,71,62,157.04761904761904,0.8367346938775511,0.704225352112676,0.0
/2009/09/23/the-seasonal-sickness-influenza/,70,61,61.23076923076923,0.8360655737704918,0.8142857142857143,0.0
/2009/10/31/im-having-way-too-much-fun-reading-a-programming-book-beginning-scala/,70,61,71.33333333333333,0.8166666666666667,0.7857142857142857,0.0
/2009/11/20/chromeos-more-than-a-dumb-terminal/,70,62,278.22222222222223,0.8928571428571429,0.8714285714285714,0.0
/2010/11/03/driver-safety-tip-a-slight-loss-of-vehicle-stability-is-a-good-sign-to-pull-over/,70,67,283.93333333333334,0.9318181818181818,0.7857142857142857,0.0
/2010/11/19/whats-happening-in-silicon-valley/,70,63,122.1,0.8947368421052632,0.8571428571428571,0.0
/2009/07/08/leaders-instill-confidence/,68,57,152.05263157894737,0.7321428571428571,0.7205882352941176,0.0
/2010/07/22/great-software-is-measured-by-how-little-it-constrains-human-imagination/,68,50,152.76666666666668,0.7837837837837838,0.5588235294117647,0.0
/2010/01/13/think-bigger-short-sighted-thinking-has-left-those-who-inherit-our-imagination-with-a-grim-future/,67,65,1211.111111111111,0.9454545454545454,0.8656716417910447,0.0
/2010/01/29/the-ideal-computer-converges-on-invisible/,67,58,1774.1363636363637,0.7551020408163265,0.6716417910447762,0.0
/2010/04/05/the-gilded-cage-of-technology/,67,54,236.72727272727272,0.875,0.6716417910447762,0.0
/2010/04/18/the-phones-ringing-but-were-too-frightened-to-pick-it-up/,67,63,128.25,0.9,0.7611940298507462,0.0
/2010/06/25/money/,67,61,123.80952380952381,0.8478260869565217,0.6865671641791045,0.0
/2010/03/18/how-do-you-define-and-capture-relevance-across-the-web/,66,62,142.77272727272728,0.8085106382978723,0.6666666666666666,0.0
/2010/05/16/personal-social-gardens-that-live-in-the-browser/,66,48,198.07692307692307,0.8529411764705882,0.6060606060606061,0.0
/2010/03/03/centralized-versus-distributed-web/,65,64,497.0,0.8947368421052632,0.8153846153846154,0.0
/outgoing/www.twitter.com/maxogden,65,65,47.333333333333336,0.0,0.6307692307692307,0.0
/2009/12/07/the-secret-weakness-of-north-east-investors/rpc_relay.html,64,1,2.265625,0.0,0.0,0.0
/2010/10/07/the-builders-of-couchappspora/,64,55,97.0,0.6136363636363636,0.546875,0.0
/2010/10/12/the-fallacy-in-controlling-currency-value/,64,61,191.83333333333334,0.9090909090909091,0.90625,0.0
/2009/07/14/peer-to-peer-parallel-networking-for-your-iphone/,63,56,94.25,0.8679245283018868,0.8095238095238095,0.0
/2010/04/24/ars-vox-is-professional-blogs-to-ebooks/,63,33,166.61363636363637,0.47368421052631576,0.30158730158730157,0.0
/2010/06/05/small-decisions-now-provide-big-opportunities-to-the-next-gen/,63,55,154.7826086956522,0.8205128205128205,0.6349206349206349,0.0
/tag/probe/,63,57,66.97727272727273,0.2857142857142857,0.30158730158730157,0.0
/2009/02/28/be-faithful-to-yourself-be-genuine/,62,58,89.42857142857143,0.8846153846153846,0.8870967741935484,0.0
